"film_id","title","inventory_count"
38,"Ark Ridgemont","0"
41,"Arsenic Independence","0"
87,"Boondock Ballroom","0"
108,"Butch Panther","0"
128,"Catch Amistad","0"
144,"Chinatown Gladiator","0"
148,"Chocolate Duck","0"
171,"Commandments Express","0"
192,"Crossing Divorce","0"
195,"Crowds Telemark","0"
198,"Crystal Breaking","0"
217,"Dazed Punk","0"
221,"Deliverance Mulholland","0"
318,"Firehouse Vietnam","0"
325,"Floats Garden","0"
332,"Frankenstein Stranger","0"
359,"Gladiator Westward","0"
386,"Gump Date","0"
404,"Hate Handicap","0"
419,"Hocus Frida","0"
495,"Kentuckian Giant","0"
497,"Kill Brotherhood","0"
607,"Muppet Mile","0"
642,"Order Betrayed","0"
669,"Pearl Destiny","0"
671,"Perdition Fargo","0"
701,"Psycho Shrunk","0"
712,"Raiders Antitrust","0"
713,"Rainbow Shock","0"
742,"Roof Champion","0"
801,"Sister Freddy","0"
802,"Sky Miracle","0"
860,"Suicides Silence","0"
874,"Tadpole Park","0"
909,"Treasure Command","0"
943,"Villain Desperate","0"
950,"Volume House","0"
954,"Wake Jaws","0"
955,"Walls Artist","0"
